mouseNumber,wave,Batch,birthdate,sex,coat color,6 wk glu,6 wk ins,6 wk TG (triglicerides),10 wk glu,10 wk ins,10 wk TG,14 wk glu,14 wk ins,14 wk TG,GTT (glucose tolerance test) date,GTT (glucose tolerance test) weight (grams),sac date,sac wk glu,sac wk ins,sac wk TG
DO164,2,Batch4,10/15/2014,F,white,99.199544,0.55495,107.415668,79.255825,0.633366666,74.54179,119.297088,0.579232754,81.305968,2/19/2015,17.9,4/2/2015,152.848973,0.045866621,43.598305
DO165,2,Batch6,10/15/2014,F,white,99.484304,1.0569,216.129628,83.0359,1.762366665,124.58044,108.258576,0.482199518,122.535584,2/19/2015,21.8,4/2/2015,134.447427,0.1188875,98.965896
DO166,2,Batch6,10/15/2014,F,agouti,107.856248,0.969325,131.31834,70.70704,1.791333332,116.04338,79.28896,0.363499637,70.907024,2/19/2015,22.2,4/6/2015,132.109109,0.095166572,52.098881
DO167,2,Batch5,10/15/2014,F,agouti,101.64848,0.87905,62.490164,73.14955,0.787899999,90.14524,109.398704,0.372432961,101.115224,2/19/2015,21.7,4/6/2015,157.932273,0.089633244,37.602363
DO168,2,Batch6,10/15/2014,F,white,105.692072,1.1615,146.07752,110.48506,0.887266666,113.0303,205.013984,0.651366015,130.99388,2/19/2015,25,4/6/2015,148.375669,0.11019989,74.336995
DO169,2,Batch5,10/15/2014,F,white,125.397464,0.514325,62.454166,56.74984,0.405633333,53.73719,103.283472,0.167733166,49.230352,2/19/2015,17.8,4/6/2015,67.042869,0.110633223,40.37264
DO170,2,Batch4,10/15/2014,F,white,147.096176,1.1377,154.53705,89.66557,1.109866666,92.62027,91.4676,0.633799366,175.226008,2/19/2015,23.8,4/9/2015,171.250519,0.105233228,66.823093
DO171,2,Batch4,10/15/2014,M,agouti,143.736008,1.80515,156.15696,119.90617,1.868099998,133.4762,168.737184,3.57088,128.43076,2/10/2015,38.3,3/10/2015,232.351785,0.441032892,78.32164
DO172,2,Batch6,10/15/2014,M,agouti,144.704192,1.978675,118.395058,127.175545,2.924566664,126.6609,135.362528,2.01808,106.937168,2/10/2015,45.8,3/10/2015,196.311188,0.469532864,109.971106
DO173,2,Batch6,10/15/2014,M,agouti,124.543184,1.2154,135.81809,132.758425,0.759066666,240.94272,160.65264,1.99896,221.25232,2/10/2015,33,3/10/2015,115.486718,0.27686639,50.694768
DO174,2,Batch4,10/15/2014,M,agouti,81.14576,1.3283,116.415168,93.096715,1.245966665,103.91932,115.202992,0.747,77.497904,2/10/2015,21.9,3/10/2015,152.594808,0.213099787,64.508204
DO175,2,Batch4,10/15/2014,M,agouti,96.864512,2.461025,185.207346,112.055245,3.048299997,194.92151,122.769296,2.9257,191.2272,2/10/2015,29.8,3/12/2015,181.77295,0.564332769,59.498936
DO176,2,Batch6,10/15/2014,M,agouti,103.92656,0.55585,97.516218,120.080635,0.649033333,99.07687,92.607728,0.41056,100.749064,2/10/2015,27.4,3/12/2015,153.153971,0.111033222,62.876397
DO177,2,Batch5,10/15/2014,M,agouti,100.908104,0.5753,70.337728,110.659525,1.278166665,91.75939,106.392912,0.7862,100.05336,2/10/2015,31.4,3/12/2015,159.762261,0.175099825,106.707492
DO178,2,Batch6,10/15/2014,M,white,123.575,1.211475,153.025134,79.488445,1.581433332,116.36621,140.078512,2.74188,160.140216,2/10/2015,32.4,3/12/2015,153.560635,1.654398346,137.028743
DO179,2,Batch5,10/15/2014,M,agouti,145.50152,1.811225,228.296952,123.04654,2.166366665,279.32362,153.604576,1.42024,218.286424,2/10/2015,31.8,3/16/2015,262.851585,0.269633064,93.083801
DO180,2,Batch4,10/15/2014,M,agouti,102.844472,2.3275,144.853588,72.277225,2.566766664,122.75107,80.377264,1.38652,118.105048,2/10/2015,36.9,3/16/2015,149.697327,0.441032892,72.287749
DO181,2,Batch5,10/15/2014,M,white,113.494496,2.41115,198.238622,108.449635,2.151033331,224.08382,113.181856,3.77276,200.417816,2/12/2015,29.3,3/16/2015,189.702898,0.260833073,63.711275
DO182,2,Batch6,10/15/2014,M,white,137.357384,2.214775,199.318562,116.53318,5.7848,187.71164,159.564336,9.4405,150.620056,2/12/2015,31.8,3/16/2015,201.241989,0.960165707,103.254133
DO183,2,Batch4,10/15/2014,M,agouti,175.287416,1.45095,296.621156,238.833145,1.590899998,145.60026,136.502656,3.27548,259.51604,2/12/2015,36.9,3/18/2015,191.227888,0.93632397,67.202583
DO184,2,Batch6,10/15/2014,M,agouti,119.702264,0.984325,128.582492,134.619385,1.095699999,126.58916,137.487312,2.17416,128.211064,2/12/2015,27.5,3/18/2015,269.256543,0.09686657,102.267459
DO185,2,Batch6,10/15/2014,M,agouti,110.988608,1.683925,156.51694,95.539225,1.353033332,118.37493,85.870608,0.02648,101.298304,2/12/2015,22.3,3/18/2015,124.992489,0.173899826,59.840477
DO186,2,Batch6,10/15/2014,M,agouti,112.583264,1.112625,135.530106,88.095385,0.408066666,191.40625,106.911152,0.53252,191.190584,2/12/2015,30.4,3/18/2015,199.310335,0.0706625,169.513087
DO187,2,Batch6,10/15/2014,M,agouti,136.787864,1.683925,266.526828,112.985725,1.785999998,402.60881,108.465872,0.43348,126.929504,2/12/2015,30,3/20/2015,137.802405,0.079733254,116.953722
DO188,2,Batch4,10/15/2014,M,agouti,147.21008,1.029325,283.265898,111.64816,1.374199999,167.12226,129.713712,1.24928,135.607496,2/12/2015,28.6,3/20/2015,289.945574,0.145999854,121.393755
DO189,2,Batch5,10/15/2014,M,WSB,115.260008,1.289375,781.190234,115.195615,0.692933333,291.48355,134.533344,0.69456,233.042672,2/12/2015,28.4,3/20/2015,167.285545,0.134333199,99.686927
DO190,2,Batch5,10/15/2014,M,agouti,141.970496,1.4456,202.846366,110.60137,1.280366665,131.43161,127.22616,1.42164,249.776184,2/12/2015,35.1,3/20/2015,164.693062,0.076233257,141.051337
DO191,2,Batch5,10/15/2014,F,agouti,73.798952,0.347025,76.2414,85.071325,0.4854,82.21797,111.989904,0.1932,124.329768,2/16/2015,17.6,3/24/2015,149.443162,0.078866588,61.813825
DO192,2,Batch4,10/15/2014,M,agouti,108.48272,1.286275,175.05591,195.682135,2.982166664,119.80973,177.184496,6.4576,126.96612,2/16/2015,38.2,3/24/2015,257.209122,0.665599334,151.031924
DO193,2,Batch5,10/15/2014,M,agouti,105.407312,0.8324,367.033244,113.50912,0.890199999,176.73542,164.79856,1.56124,207.88748,2/16/2015,32.7,3/24/2015,221.016026,0.142399858,194.521478
DO194,2,Batch5,10/15/2014,M,agouti,121.923392,0.81615,92.008524,92.68963,1.194666665,92.72788,122.924768,0.75252,84.85772,2/16/2015,24.1,3/24/2015,175.16466,0.107733226,64.546153
DO195,2,Batch5,10/15/2014,M,black,164.58044,1.9892,234.920584,78.906895,0.783499999,71.49284,144.224432,1.06028,116.53056,2/16/2015,26.5,3/26/2015,172.826342,0.248033085,72.2498
DO196,2,Batch6,10/15/2014,M,agouti,112.981928,1.5433,234.848588,69.66025,1.209466665,136.77624,87.5808,0.9176,118.764136,2/16/2015,27.6,3/26/2015,159.660595,0.0997999,106.214155
DO197,2,Batch4,10/15/2014,M,agouti,116.968568,1.3563,194.818812,89.956345,0.859233332,119.63038,102.972528,0.68908,157.467248,2/16/2015,36.2,3/26/2015,145.935685,1.2669654,145.339574
DO199,2,Batch4,10/15/2014,M,agouti,102.388856,0.6994,148.525384,101.87812,0.470766666,88.13652,123.33936,0.69808,94.37788,2/16/2015,22.1,3/26/2015,148.934832,0.079299921,59.650732
DO200,2,Batch6,10/15/2014,M,black,157.518392,1.713625,367.46522,98.563285,2.632266664,346.22117,167.752528,8.2204,136.889056,2/16/2015,37.7,3/30/2015,187.618745,0.768332565,75.399567
DO201,2,Batch4,10/15/2014,M,agouti,140.034128,1.1082,131.246344,135.200935,2.158666665,119.80973,223.981568,5.9722,151.791768,2/16/2015,37.1,3/30/2015,374.023356,5.014661652,64.925643
DO202,2,Batch5,10/15/2014,M,black,184.741448,2.026375,279.306118,158.05585,2.760266664,187.56816,281.66168,12.9665,165.22984,2/18/2015,41.9,3/30/2015,238.807576,0.455532878,114.600884
DO203,2,Batch4,10/15/2014,M,agouti,102.616664,7.8966,254.179514,75.94099,13.9459,143.37632,132.045792,5.5419,112.612648,2/18/2015,38.9,3/30/2015,130.93995,0.372399628,66.709246
DO204,2,Batch4,10/15/2014,M,agouti,127.789448,0.8165,96.436278,118.103365,0.640599999,99.14861,119.45256,0.53148,71.932272,2/18/2015,22.5,4/1/2015,147.20651,0.0616125,47.658848
DO205,2,Batch4,10/15/2014,M,agouti,131.719136,2.3432,143.233678,137.061895,5.0666,200.05092,92.452256,2.8681,187.492368,2/18/2015,33.7,4/1/2015,158.694768,0.165966501,40.37264
DO206,2,Batch4,10/15/2014,M,agouti,162.0176,1.862925,88.588714,152.12404,2.939999997,122.10541,118.778848,0.8309,82.148136,2/18/2015,30.5,4/1/2015,174.148,0.108966558,95.170996
DO207,2,Batch4,10/15/2014,M,agouti,127.333832,0.78135,134.054188,120.894805,0.777466666,77.8777,118.727024,1.67388,83.795856,2/18/2015,32.8,4/1/2015,237.079254,0.171933161,82.420132
DO208,2,Batch5,10/15/2014,M,agouti,164.466536,3.1077,90.892586,164.976295,1.838733331,155.42864,116.084,1.49596,83.94232,2/18/2015,37.3,4/3/2015,136.582413,0.400966266,49.062961
DO209,2,Batch4,10/15/2014,M,agouti,147.608744,2.316475,176.31584,147.995035,1.828499998,125.72828,136.8136,1.50108,150.327128,2/18/2015,32,4/3/2015,252.43082,0.621432712,113.955751
DO210,2,Batch4,10/15/2014,M,agouti,130.921808,6.2327,174.659932,128.687575,3.244366663,156.32539,112.45632,4.0882,133.00776,2/18/2015,47,4/3/2015,189.143735,0.290599709,106.555696
DO211,2,Batch4,10/15/2014,M,agouti,149.260352,1.511,146.473498,136.42219,1.123699999,106.46609,210.300032,2.03096,209.571816,2/18/2015,39.9,4/3/2015,235.706763,0.468632865,92.666362
DO212,2,Batch6,10/15/2014,M,agouti,177.10988,1.2619,107.811646,144.09865,0.757866666,146.89158,187.652944,2.17776,173.065664,2/20/2015,32.1,4/7/2015,164.99806,0.717332616,73.046729
DO213,2,Batch5,10/15/2014,M,agouti,169.079648,2.394275,173.507996,169.628695,2.247999998,148.75682,10.052096,2.8646,96.428376,2/20/2015,37,4/7/2015,230.0643,0.43265,62.990244
DO214,2,Batch4,10/15/2014,M,agouti,156.664112,2.2306,152.37717,113.62543,3.231166663,124.61631,145.986448,1.36488,131.17696,2/20/2015,36,4/7/2015,235.706763,0.310133023,88.340176
DO215,2,Batch6,10/15/2014,M,black,148.007408,4.8152,219.657432,144.622045,2.93743333,202.56182,180.812176,3.9223,104.740208,2/20/2015,46.3,4/7/2015,288.674749,0.277266389,101.660275
DO216,2,Batch6,10/15/2014,M,white,134.851496,1.865525,212.49383,116.823955,1.568499998,133.79903,145.416384,2.59268,147.617544,2/20/2015,35.3,4/8/2015,304.636311,0.848699151,136.38361
DO217,2,Batch5,10/15/2014,M,agouti,130.807904,2.12165,182.327506,131.8861,1.538933332,158.65694,181.330416,1.74296,169.916688,2/20/2015,33,4/8/2015,224.167672,0.130666536,146.667789
DO218,2,Batch4,10/15/2014,M,agouti,142.93868,1.35155,149.569326,112.69495,1.388533332,197.25306,132.201264,1.67636,167.06064,2/20/2015,30.3,4/8/2015,193.413707,0.226166441,70.390299
DO219,2,Batch6,10/15/2014,M,agouti,161.618936,1.3342,203.638322,130.83931,1.374799999,121.9978,117.949664,0.84356,95.696056,2/20/2015,40.7,4/8/2015,200.987824,0.212699787,67.657971
DO220,2,Batch6,10/15/2014,M,agouti,127.447736,1.47125,207.562104,152.647435,1.498733332,212.49781,137.280016,1.0046,134.216088,2/20/2015,31.3,4/9/2015,163.015573,0.087933245,66.747195
DO221,3,Batch9,2/25/2015,F,agouti,110.505084,0.70405,133.309741,108.1782,0.938475,157.323292,112.5588,1.29745,78.733168,6/22/2015,24.8,7/20/2015,130.869276,0.2124,90.428246
DO222,3,Batch8,2/25/2015,F,agouti,114.520891,0.31845,63.597428,79.75645,0.45675,107.963958,107.761,1.0082,134.493675,6/22/2015,20.3,7/20/2015,116.068163,0.569566667,159.26156
DO223,3,Batch9,2/25/2015,F,agouti,180.146294,2.7367,229.624303,105.51855,1.9218,116.992202,125.85705,1.30395,91.75752,6/22/2015,20.9,7/20/2015,137.822112,0.577166667,93.814046
DO224,3,Batch9,2/25/2015,F,agouti,116.503378,0.285875,150.993975,95.71435,0.58155,149.84909,83.51125,0.334075,160.320373,6/22/2015,21.5,7/20/2015,85.254458,0.162766667,53.96318
DO225,3,Batch8,2/25/2015,F,white,117.265873,0.723375,171.106945,115.2706,2.365125,141.782872,80.90375,0.544875,103.96785,6/22/2015,24.9,7/22/2015,110.958882,1.366933333,97.80929
DO226,3,Batch8,2/25/2015,F,agouti,114.266726,0.385,134.144619,101.65945,0.70515,154.363212,62.85985,1.190875,127.833495,6/22/2015,23.8,7/22/2015,94.630252,0.074133333,94.897502
DO227,3,Batch7,2/25/2015,F,agouti,103.947627,0.6909,72.743137,61.5561,0.82435,196.766358,118.191,1.05575,133.161639,6/22/2015,19.6,7/22/2015,121.80952,0.429166667,78.916526
DO228,3,Batch7,2/25/2015,F,agouti,115.385052,0.672875,127.920983,123.406,0.995,163.650463,121.6329,1.47795,139.414808,6/22/2015,21.5,7/22/2015,81.145964,0.341266667,101.36438
DO229,3,Batch8,2/25/2015,F,agouti,156.153118,0.926175,117.067569,139.3639,2.154175,111.36805,126.48285,2.076275,107.926957,6/22/2015,26.4,7/24/2015,121.019425,1.797766667,131.125562
DO230,3,Batch9,2/25/2015,F,agouti,113.1484,0.390375,123.253256,97.0181,1.1149,154.733222,136.28705,0.662075,102.746817,6/22/2015,21.1,7/24/2015,87.835435,0.496733333,77.83307
DO231,3,Batch7,2/25/2015,F,white,124.33166,1.137125,143.366226,100.51215,0.898675,138.637787,96.3923,0.637525,79.473188,6/24/2015,17.5,7/24/2015,79.249736,0.197933333,88.15976
DO232,3,Batch9,2/25/2015,F,black,137.03991,1.30265,111.678811,114.48835,0.763075,107.815954,112.61095,0.634325,97.418673,6/24/2015,24.6,7/24/2015,65.44941,0.223033333,73.566962
DO233,3,Batch9,2/25/2015,F,agouti,85.596914,0.29975,143.669818,78.557,0.41025,99.52773,75.3237,0.29945,93.718573,6/24/2015,17.4,7/28/2015,90.995815,0.208133333,131.938154
DO234,3,Batch9,2/25/2015,F,agouti,124.229994,1.16885,202.41487,123.406,2.0345,159.987364,102.9632,2.24595,111.923065,6/24/2015,25.8,7/28/2015,120.703387,1.371766667,114.873722
DO235,3,Batch9,2/25/2015,F,agouti,114.775056,1.4156,154.371436,107.2395,2.0534,111.36805,98.9998,2.394825,169.45962,6/24/2015,19.9,7/28/2015,158.627947,0.891133333,110.065886
DO236,3,Batch8,2/25/2015,F,agouti,80.462781,0.357325,134.220517,72.6119,0.3903,91.683518,110.42065,0.571375,84.653328,6/24/2015,20,7/28/2015,107.429791,0.3293,50.06951
DO237,3,Batch8,2/25/2015,F,agouti,98.000166,0.25675,145.87086,101.13795,0.686075,192.215235,122.62375,0.5361,105.07788,6/24/2015,20.5,8/5/2015,103.321297,0.290433333,76.885046
DO238,3,Batch7,2/25/2015,F,agouti,116.300046,1.1615,165.832034,150.0025,1.679575,140.376834,117.61735,1.3432,130.164558,6/24/2015,29.6,8/5/2015,131.079968,1.286,139.149908
DO239,3,Batch7,2/25/2015,F,agouti,93.069365,0.218875,97.523834,100.1471,0.515725,156.916281,90.5515,0.47255,109.592002,6/24/2015,20.3,8/5/2015,94.577579,0.294566667,90.428246
DO240,3,Batch8,2/25/2015,F,agouti,117.825036,0.76865,127.162003,137.7994,1.731925,161.393402,149.53315,2.369775,142.44889,6/24/2015,26.6,8/5/2015,127.024147,2.8402,159.667856
DO241,3,Batch9,2/25/2015,F,agouti,91.646041,0.812975,163.744839,109.79485,1.592975,137.971769,142.64935,5.2472,137.897767,6/26/2015,40.1,8/7/2015,130.816603,2.0043,173.752784
DO242,3,Batch9,2/25/2015,F,agouti,152.543975,2.5262,171.220792,133.05375,0.863,146.963012,87.26605,0.4964,104.781872,6/26/2015,23,8/7/2015,113.803224,0.402033333,80.54171
DO243,3,Batch8,2/25/2015,F,white,126.619145,1.83515,138.470805,123.14525,1.094475,94.421592,156.62555,1.384025,111.516054,6/26/2015,22.1,8/7/2015,95.789058,0.8981,80.88029
DO244,3,Batch7,2/25/2015,F,agouti,104.303458,0.444375,99.990519,96.75735,1.8538,124.577407,97.27885,1.464,102.783818,6/26/2015,31.5,8/7/2015,147.145233,0.562,152.252954
DO245,3,Batch8,2/25/2015,F,agouti,106.489277,0.55655,170.15822,144.4746,0.62445,164.908497,98.94765,0.383375,96.900659,6/26/2015,17.9,8/11/2015,105.428217,0.132266667,156.315914
DO246,3,Batch8,2/25/2015,F,agouti,94.086025,1.580525,167.160249,98.2697,1.280525,168.127584,102.18095,0.46875,81.212235,6/26/2015,19.8,8/11/2015,132.502139,0.361033333,91.139264
DO247,3,Batch9,2/25/2015,F,black,87.325236,1.07025,130.956903,103.589,1.41725,144.039933,95.19285,2.6208,105.558893,6/26/2015,32.4,8/11/2015,158.259236,4.4964,107.831258
DO248,3,Batch7,2/25/2015,F,white,87.579401,0.210375,95.664333,70.78665,0.38075,127.870496,89.76925,0.768375,217.745925,6/26/2015,18,8/11/2015,48.225339,0.117866667,109.896596
DO249,3,Batch9,2/25/2015,F,black,83.461928,0.21855,106.441849,112.40235,0.429675,117.177207,112.8717,0.99065,115.919173,6/26/2015,23.1,8/13/2015,156.257662,1.868133333,83.825936
DO250,3,Batch8,2/25/2015,F,agouti,118.282533,0.8246,198.506123,79.02635,0.4352,101.784791,74.0721,0.664025,112.959093,6/26/2015,21.7,8/13/2015,151.148381,0.2702,91.274696
DO251,3,Batch8,2/25/2015,F,white,84.376922,0.288775,119.382458,94.67135,0.781925,125.502432,104.632,1.8291,129.720546,6/30/2015,23.4,8/13/2015,143.194758,0.874366667,103.531292
DO252,3,Batch8,2/25/2015,F,black,87.579401,0.83765,93.083801,74.95865,1.9773,135.159693,104.68415,1.7346,182.372969,6/30/2015,23.1,8/13/2015,82.778827,0.484533333,91.003832
DO253,3,Batch8,2/25/2015,F,agouti,109.539257,0.385375,83.672449,86.2752,0.537325,120.840306,69.5872,0.9653,107.112935,6/30/2015,28.3,8/17/2015,104.058719,0.921566667,128.890934
DO254,3,Batch8,2/25/2015,F,agouti,92.154371,0.313825,130.805107,104.9449,0.6372,156.805278,110.3685,0.540625,100.859766,6/30/2015,22.6,8/17/2015,108.64127,0.257166667,95.845526
DO255,3,Batch7,2/25/2015,F,agouti,100.897647,0.342925,66.443603,96.1837,2.0182,124.244398,122.51945,5.0396,83.802305,6/30/2015,30.6,8/17/2015,122.757634,1.130733333,84.130658
DO256,3,Batch7,2/25/2015,F,white,112.233406,2.324325,153.08117,152.61,2.637975,228.439214,124.7619,4.8884,131.792602,6/30/2015,30.4,8/17/2015,240.8505,1.440133333,100.450214
DO257,3,Batch9,2/25/2015,F,agouti,122.908336,0.51425,88.643768,53.9422,0.31535,83.062285,64.3722,0.933925,105.743898,6/30/2015,21.8,8/19/2015,119.491908,0.573066667,101.19509
DO258,3,Batch8,2/25/2015,F,white,105.167619,1.031575,149.400117,93.83695,0.45325,87.3174,72.0904,0.346875,74.663058,6/30/2015,26.7,8/19/2015,138.928245,1.245566667,91.105406
DO259,3,Batch7,2/25/2015,F,agouti,85.139417,0.18865,61.965621,139.9897,0.3848,143.55892,73.70705,0.827325,113.58811,6/30/2015,21.4,8/19/2015,136.715979,0.549866667,76.885046
DO260,3,Batch7,2/25/2015,F,agouti,126.669978,0.6864,282.525209,106.718,0.74275,224.628111,129.50755,0.941375,104.744871,6/30/2015,24,8/19/2015,92.83937,0.310633333,87.279452
DO261,3,Batch9,2/25/2015,F,white,144.461528,1.40405,145.984707,109.48195,0.884025,184.445025,152.14065,2.026325,133.272642,7/2/2015,30.2,8/21/2015,134.97777,1.824366667,126.825596
DO262,3,Batch7,2/25/2015,F,agouti,101.100979,1.1675,172.05567,89.8214,1.424575,163.095448,98.0611,1.145325,91.38751,7/2/2015,26,8/21/2015,187.703443,1.267233333,91.71485
DO263,3,Batch8,2/25/2015,F,agouti,101.609309,0.477475,84.583225,97.1224,0.783375,145.260966,110.1599,0.87385,112.293075,7/2/2015,24,8/21/2015,124.337824,0.489533333,109.99817
DO264,3,Batch8,2/25/2015,F,white,89.511055,0.61335,75.209822,155.26965,1.800175,104.70787,107.91745,1.65935,123.57838,7/2/2015,22.3,8/21/2015,88.678203,0.269666667,75.12443
DO265,3,Batch7,2/25/2015,F,agouti,96.322677,0.470725,56.425067,99.67775,0.602375,117.473215,107.2395,1.408025,95.050609,7/2/2015,25.9,8/25/2015,110.853536,0.333466667,106.002926
DO266,3,Batch8,2/25/2015,F,agouti,114.520891,1.232425,93.577138,105.93575,2.2873,144.483945,94.87995,2.659125,95.864631,7/2/2015,27,8/25/2015,129.763143,1.166966667,100.111634
DO267,3,Batch9,2/25/2015,F,agouti,98.203498,0.49715,102.571051,105.41425,0.644575,78.992175,112.71525,1.44955,92.460539,7/2/2015,22,8/25/2015,142.193971,1.044733333,92.527442
DO268,3,Batch9,2/25/2015,F,white,99.220158,0.715625,230.648926,75.89735,0.57845,113.403105,101.65945,0.9636,150.848117,7/2/2015,21.7,8/25/2015,96.157769,0.491166667,131.193278
DO269,3,Batch8,2/25/2015,F,black,78.276962,0.5959,86.404777,83.92845,1.942175,99.601732,89.56065,2.6705,85.393348,7/2/2015,26,8/27/2015,106.587023,2.5178,109.795022
DO270,3,Batch7,2/25/2015,F,white,99.270991,0.509725,140.861592,142.5972,0.920425,136.121719,112.08945,0.65915,107.371942,7/2/2015,23.4,8/27/2015,110.958882,0.318933333,101.736818
DO271,3,Batch7,2/25/2015,M,agouti,142.682373,1.582998417,102.722847,92.48105,2.7936,155.362239,100.0428,3.2935,169.866631,6/23/2015,40.1,7/21/2015,173.639752,5.7447,207.983222
DO272,3,Batch9,2/25/2015,M,white,135.51492,1.565098435,185.755259,201.5267,2.226475,195.064312,149.5853,1.953025,131.089583,6/23/2015,33.3,7/21/2015,121.967539,1.756466667,91.105406
DO273,3,Batch9,2/25/2015,M,agouti,160.575589,2.121631212,174.522355,173.10495,4.8884,275.948498,126.69145,3.2243,150.108097,6/23/2015,26.5,7/21/2015,125.918014,1.2607,129.771242
DO274,3,Batch7,2/25/2015,M,white,132.109109,1.037498963,133.765129,206.89815,1.695025,145.926984,142.64935,0.8088,102.598813,6/23/2015,25.2,7/21/2015,130.447892,0.6189,100.51793
DO275,3,Batch9,2/25/2015,M,agouti,135.972417,0.998699001,199.416899,94.202,0.602075,267.031257,118.03455,1.60005,157.915308,6/23/2015,31.4,7/23/2015,114.066589,0.749266667,95.43923
DO276,3,Batch8,2/25/2015,M,agouti,113.910895,1.818464848,115.89115,148.0208,1.540925,135.381699,96.86165,1.43395,126.427457,6/23/2015,22.6,7/23/2015,123.811094,0.512366667,78.577946
DO277,3,Batch8,2/25/2015,M,agouti,124.636658,1.54333179,226.398638,154.3831,0.304475,144.853955,168.5679,1.701075,113.773115,6/23/2015,25.6,7/23/2015,148.936115,0.735166667,89.34479
DO278,3,Batch7,2/25/2015,M,white,98.000166,1.27999872,124.695318,143.90095,1.423225,120.692302,139.62465,1.531275,112.552082,6/23/2015,24.6,7/23/2015,87.519397,0.686133333,106.341506
DO279,3,Batch9,2/25/2015,M,agouti,146.291516,1.682364984,233.381254,243.82035,11.2575,326.195856,160.17175,17.6017,179.153882,6/23/2015,39,7/27/2015,130.605911,7.828,97.64
DO280,3,Batch9,2/25/2015,M,agouti,102.9818,0.752999247,152.853476,197.6676,1.21935,306.289318,124.29255,2.137425,160.394375,6/23/2015,27.1,7/27/2015,102.583875,0.532133333,130.177538
DO281,3,Batch7,2/25/2015,M,agouti,135.362421,1.118865548,157.027866,145.88265,1.8679,105.928903,110.3685,2.3791,99.712735,6/25/2015,32.4,7/27/2015,141.087838,2.020233333,107.221814
DO282,3,Batch7,2/25/2015,M,agouti,152.950639,1.063665603,115.018323,137.85155,3.7155,533.068447,159.44165,3.8458,244.238641,6/25/2015,35.5,7/27/2015,257.337149,5.4612,126.791738
DO283,3,Batch7,2/25/2015,M,agouti,156.203951,0.912832421,166.097677,138.37305,1.1509,140.783845,103.4847,0.914325,114.180126,6/25/2015,23.6,8/4/2015,135.715192,0.195733333,99.129752
DO284,3,Batch7,2/25/2015,M,agouti,142.021544,0.735965931,81.167815,148.2294,1.174075,198.098394,176.85975,1.994175,99.268723,6/25/2015,29.4,8/4/2015,161.208924,2.7775,109.354868
DO285,3,Batch9,2/25/2015,M,agouti,124.738324,0.567266099,66.481552,110.52495,0.400425,81.249236,98.5826,1.370025,83.839306,6/25/2015,31,8/4/2015,168.214433,0.8774,95.43923
DO286,3,Batch9,2/25/2015,M,agouti,129.262461,0.793199207,73.236474,106.45725,1.179825,179.486891,127.21295,1.954125,140.154828,6/25/2015,26.8,8/4/2015,189.810363,2.6755,181.980278
DO287,3,Batch7,2/25/2015,M,agouti,136.074083,0.698632635,97.106395,135.24405,2.398,97.381672,122.8845,1.4239,106.335914,6/25/2015,26.6,8/6/2015,102.425856,0.9303,83.487356
DO288,3,Batch7,2/25/2015,M,black,119.146694,1.132765534,217.328827,111.3072,1.248075,178.043852,110.42065,1.535725,122.986364,6/25/2015,22.8,8/6/2015,121.80952,0.9082,94.051052
DO289,3,Batch8,2/25/2015,M,agouti,155.543122,1.712231621,126.592768,118.5039,1.20205,112.367077,176.0775,2.076275,117.621219,6/25/2015,41.4,8/6/2015,318.121791,10.1481,150.763202
DO290,3,Batch9,2/25/2015,M,white,166.726382,2.714530619,161.733542,122.1544,7.2175,128.610516,141.39775,6.6777,112.552082,6/25/2015,35.1,8/6/2015,89.67899,9.9421,107.898974
DO291,3,Batch9,2/25/2015,M,agouti,138.463234,1.314865352,106.935186,209.2449,1.6444,100.378753,169.24585,2.365125,136.380726,6/29/2015,30.2,8/10/2015,233.002223,4.6174,145.54907
DO292,3,Batch7,2/25/2015,M,agouti,135.921584,1.464698535,139.04004,138.4252,1.140275,133.420646,109.5341,1.1095,106.113908,6/29/2015,27.2,8/10/2015,239.217637,1.0966,94.186484
DO293,3,Batch8,2/25/2015,M,black,144.004031,1.822831511,235.278704,116.57435,1.53275,256.929984,84.815,1.6436,350.875523,6/29/2015,30.1,8/10/2015,81.883386,0.116033333,73.194524
DO294,3,Batch7,2/25/2015,M,chinchilla,170.233859,2.575497425,185.299871,215.24215,4.5544,203.833549,140.14615,7.8321,208.828684,6/29/2015,28.8,8/10/2015,226.944828,6.1964,161.699336
DO295,3,Batch9,2/25/2015,M,black,144.868192,1.334898665,225.56376,183.63925,2.3774,256.152963,131.9586,1.9829,94.606597,6/29/2015,29.2,8/12/2015,130.342546,2.720366667,129.703526
DO296,3,Batch8,2/25/2015,M,agouti,143.038204,1.129965537,135.321038,256.3885,4.4733,176.785818,128.15165,5.0788,176.933822,6/29/2015,36,8/12/2015,128.920375,9.4907,128.857076
DO297,3,Batch8,2/25/2015,M,agouti,138.361568,1.358065309,235.582296,150.4197,1.13625,134.530676,152.7143,1.651025,91.794521,6/29/2015,28.5,8/12/2015,153.782031,1.254166667,189.429038
DO298,3,Batch7,2/25/2015,M,agouti,123.111668,0.645666021,59.043548,123.77105,1.160625,119.13826,149.01165,2.151575,149.627084,6/29/2015,29.2,8/12/2015,183.384257,4.6776,145.413638
DO299,3,Batch9,2/25/2015,M,agouti,157.525609,2.517097483,109.743412,147.76005,1.66605,100.896767,160.58895,2.877425,130.534568,6/29/2015,27.7,8/14/2015,174.903904,1.478,96.150248
